battery_capacity_kwh,charger_power_kw,initial_soc_pct,target_soc_pct,charging_time_hours,energy_required_kwh,temperature_c,battery_age_cycles,vehicle_weight_kg,hour_of_day,estimated_cost_inr,vehicle_model,charger_type,user_type,day_of_week
100.0,3.19,33.0,81.6,17.57,55.7,-12.0,200,2509.0,23,445.6,Tesla Model X,Level 1,Long-Distance Traveler,Wednesday
40.0,3.19,19.6,84.1,8.72,27.12,7.6,400,1598.0,23,216.96,Nissan Leaf,Level 1,Commuter,Monday
100.0,6.92,19.7,83.2,9.28,63.9,21.6,200,2509.0,23,511.2,Tesla Model X,Level 2,Commuter,Thursday
65.0,6.42,38.8,84.6,4.99,31.47,6.2,400,1800.0,8,251.76,Chevy Bolt EV,Level 2,Long-Distance Traveler,Saturday
40.0,47.77,23.7,84.8,0.6,26.59,40.1,1200,1598.0,23,212.72,Nissan Leaf,DC Fast,Casual Driver,Sunday
100.0,48.13,43.0,95.5,1.3,57.32,40.7,1000,2509.0,23,458.56,Tesla Model X,DC Fast,Commuter,Tuesday
75.0,49.29,48.7,79.4,0.47,23.02,19.3,1400,1979.0,19,184.16,Tesla Model Y,DC Fast,Commuter,Saturday
40.0,46.47,28.9,90.2,0.54,24.61,20.8,1200,1598.0,8,196.88,Nissan Leaf,DC Fast,Commuter,Monday
75.0,3.27,28.2,79.0,12.09,39.86,8.9,400,1844.0,14,318.88,Tesla Model 3,Level 1,Commuter,Thursday
42.2,49.82,29.0,80.5,0.4,23.47,38.2,800,1195.0,19,187.76,BMW i3,DC Fast,Commuter,Saturday
40.0,3.16,29.4,79.5,6.55,20.82,29.5,1000,1598.0,8,166.56,Nissan Leaf,Level 1,Commuter,Tuesday
65.0,6.92,43.0,81.3,3.75,25.61,26.6,600,1800.0,19,204.88,Chevy Bolt EV,Level 2,Commuter,Wednesday
75.0,6.98,54.5,84.5,3.39,23.18,12.8,600,1979.0,14,185.44,Tesla Model Y,Level 2,Commuter,Thursday
75.0,7.11,13.4,83.6,7.71,54.02,13.5,200,1844.0,23,432.16,Tesla Model 3,Level 2,Commuter,Thursday
100.0,45.55,14.5,79.8,1.63,71.44,-1.3,600,2509.0,19,571.52,Tesla Model X,DC Fast,Casual Driver,Friday
100.0,7.18,43.7,78.7,5.09,36.57,9.6,600,2509.0,23,292.56,Tesla Model X,Level 2,Commuter,Sunday
100.0,6.97,29.8,99.2,10.93,70.84,15.0,200,2241.0,19,566.72,Tesla Model S,Level 2,Commuter,Wednesday
75.0,44.45,12.9,83.1,1.29,58.4,-4.6,800,1844.0,23,467.2,Tesla Model 3,DC Fast,Casual Driver,Thursday
65.0,7.07,44.7,91.5,4.7,31.92,7.8,1400,1800.0,23,255.36,Chevy Bolt EV,Level 2,Casual Driver,Wednesday
75.0,6.72,17.6,81.3,7.45,49.72,10.3,400,1844.0,23,397.76,Tesla Model 3,Level 2,Commuter,Tuesday
40.0,6.72,34.7,91.0,3.48,22.54,19.7,600,1598.0,19,180.32,Nissan Leaf,Level 2,Casual Driver,Friday
65.0,3.17,45.6,82.0,8.2,25.72,-0.1,1400,1800.0,19,205.76,Chevy Bolt EV,Level 1,Commuter,Saturday
40.0,49.25,41.4,79.7,0.36,15.64,15.2,400,1598.0,23,125.12,Nissan Leaf,DC Fast,Commuter,Friday
77.4,7.11,33.1,94.7,7.4,49.71,30.1,200,1960.0,19,397.68,Kia EV6,Level 2,Commuter,Tuesday
75.0,7.06,50.0,80.1,3.31,23.47,10.1,400,1844.0,23,187.76,Tesla Model 3,Level 2,Commuter,Friday
95.0,6.41,45.3,94.2,8.22,50.47,-0.0,400,2585.0,19,403.76,Audi e-tron,Level 2,Commuter,Tuesday
75.0,6.99,21.4,78.1,6.18,42.67,20.9,200,1844.0,23,341.36,Tesla Model 3,Level 2,Commuter,Wednesday
75.0,45.11,24.3,98.5,1.41,56.73,24.9,200,1979.0,23,453.84,Tesla Model Y,DC Fast,Commuter,Friday
100.0,7.09,28.7,79.0,7.21,50.59,18.9,400,2509.0,23,404.72,Tesla Model X,Level 2,Commuter,Friday
75.0,44.73,22.4,84.7,1.18,47.17,22.6,200,1979.0,8,377.36,Tesla Model Y,DC Fast,Commuter,Sunday
100.0,49.0,52.9,81.5,0.58,28.87,17.7,1400,2509.0,23,230.96,Tesla Model X,DC Fast,Casual Driver,Tuesday
75.0,3.25,8.0,84.2,18.44,59.0,12.0,1000,1844.0,23,472.0,Tesla Model 3,Level 1,Commuter,Wednesday
75.0,44.12,38.5,80.6,0.83,34.66,-2.1,1200,1844.0,23,277.28,Tesla Model 3,DC Fast,Commuter,Friday
75.0,6.48,22.9,93.4,8.83,54.51,12.4,400,1979.0,14,436.08,Tesla Model Y,Level 2,Commuter,Monday
95.0,3.0,36.7,92.1,18.97,54.62,29.2,400,2585.0,8,436.96,Audi e-tron,Level 1,Commuter,Wednesday
100.0,44.97,33.9,90.7,1.31,57.37,17.6,200,2509.0,14,458.96,Tesla Model X,DC Fast,Long-Distance Traveler,Monday
100.0,6.39,14.2,79.3,10.33,65.67,22.2,1200,2241.0,19,525.36,Tesla Model S,Level 2,Commuter,Wednesday
75.0,49.28,42.8,93.4,0.82,39.21,11.9,200,1844.0,19,313.68,Tesla Model 3,DC Fast,Commuter,Saturday
75.0,3.22,10.2,79.1,16.64,53.63,11.0,400,1844.0,19,429.04,Tesla Model 3,Level 1,Casual Driver,Friday
100.0,6.84,23.0,90.2,10.36,68.48,24.4,600,2241.0,19,547.84,Tesla Model S,Level 2,Commuter,Tuesday
75.0,6.97,33.3,78.2,5.03,34.12,22.8,400,1844.0,23,272.96,Tesla Model 3,Level 2,Commuter,Wednesday
100.0,49.23,43.1,93.8,1.1,53.73,6.2,800,2241.0,19,429.84,Tesla Model S,DC Fast,Casual Driver,Wednesday
75.0,6.56,27.9,96.3,8.73,54.41,5.6,200,1844.0,19,435.28,Tesla Model 3,Level 2,Commuter,Sunday
75.0,48.16,46.6,83.8,0.63,28.65,13.2,200,1844.0,19,229.2,Tesla Model 3,DC Fast,Casual Driver,Monday
95.0,7.13,37.6,82.1,6.13,43.88,11.1,1000,2585.0,23,351.04,Audi e-tron,Level 2,Long-Distance Traveler,Monday
75.0,6.96,20.0,96.8,9.03,59.87,10.6,600,1844.0,23,478.96,Tesla Model 3,Level 2,Commuter,Sunday
75.0,47.41,39.8,82.0,0.75,35.64,-7.8,600,1979.0,8,285.12,Tesla Model Y,DC Fast,Commuter,Monday
65.0,3.25,47.3,83.4,7.36,23.71,17.6,1200,1800.0,8,189.68,Chevy Bolt EV,Level 1,Long-Distance Traveler,Tuesday
75.0,6.78,15.7,93.5,9.09,59.33,16.0,1000,1979.0,19,474.64,Tesla Model Y,Level 2,Long-Distance Traveler,Wednesday
75.0,46.81,35.3,80.4,0.85,37.8,-6.3,400,1844.0,8,302.4,Tesla Model 3,DC Fast,Commuter,Tuesday
75.0,7.19,32.2,93.3,6.71,46.28,22.2,200,1844.0,23,370.24,Tesla Model 3,Level 2,Casual Driver,Thursday
75.0,6.71,12.4,84.6,8.24,54.55,18.3,400,1979.0,23,436.4,Tesla Model Y,Level 2,Commuter,Saturday
75.0,3.03,42.6,83.9,10.9,32.52,8.0,600,1979.0,14,260.16,Tesla Model Y,Level 1,Long-Distance Traveler,Thursday
100.0,48.65,38.3,96.5,1.4,60.4,10.5,400,2509.0,19,483.2,Tesla Model X,DC Fast,Long-Distance Traveler,Wednesday
42.2,2.97,42.5,81.0,5.79,16.89,29.4,400,1195.0,23,135.12,BMW i3,Level 1,Commuter,Monday
65.0,6.72,52.1,79.4,2.78,18.82,5.7,600,1800.0,19,150.56,Chevy Bolt EV,Level 2,Commuter,Thursday
72.6,6.94,30.1,80.2,5.59,39.68,-1.0,600,1800.0,19,317.44,Hyundai Ioniq 5,Level 2,Commuter,Tuesday
75.0,6.44,37.4,95.0,7.14,44.08,15.0,1000,1844.0,19,352.64,Tesla Model 3,Level 2,Long-Distance Traveler,Friday
95.0,6.49,25.9,80.3,7.96,51.89,21.1,200,2585.0,14,415.12,Audi e-tron,Level 2,Casual Driver,Monday
100.0,7.02,33.2,85.0,7.96,54.51,7.5,400,2509.0,8,436.08,Tesla Model X,Level 2,Casual Driver,Saturday
95.0,45.24,33.0,84.3,1.12,53.85,-3.8,600,2585.0,23,430.8,Audi e-tron,DC Fast,Commuter,Thursday
40.0,48.64,22.5,79.2,0.46,22.93,22.9,200,1598.0,23,183.44,Nissan Leaf,DC Fast,Commuter,Friday
77.4,6.81,8.0,84.1,8.9,59.39,17.8,800,1960.0,14,475.12,Kia EV6,Level 2,Long-Distance Traveler,Saturday
65.0,7.06,48.1,90.0,4.32,28.51,31.2,400,1800.0,23,228.08,Chevy Bolt EV,Level 2,Commuter,Monday
100.0,6.75,26.2,82.0,8.34,56.39,17.1,200,2509.0,23,451.12,Tesla Model X,Level 2,Commuter,Friday
75.0,3.23,46.0,79.0,7.79,25.12,16.0,800,1979.0,14,200.96,Tesla Model Y,Level 1,Commuter,Tuesday
100.0,6.6,13.3,80.1,10.22,67.39,21.9,400,2509.0,14,539.12,Tesla Model X,Level 2,Casual Driver,Monday
100.0,3.22,45.3,97.3,18.41,56.13,1.8,400,2509.0,19,449.04,Tesla Model X,Level 1,Long-Distance Traveler,Friday
100.0,2.92,35.5,81.8,16.83,48.4,9.4,400,2241.0,19,387.2,Tesla Model S,Level 1,Casual Driver,Wednesday
75.0,6.61,20.6,84.5,7.6,49.45,28.0,1200,1979.0,23,395.6,Tesla Model Y,Level 2,Commuter,Wednesday
40.0,6.8,57.6,78.5,1.24,8.56,13.4,400,1598.0,23,68.48,Nissan Leaf,Level 2,Commuter,Monday
100.0,3.29,58.2,81.1,7.43,24.47,36.0,600,2241.0,8,195.76,Tesla Model S,Level 1,Casual Driver,Tuesday
75.0,6.83,45.4,81.1,3.98,27.15,23.1,1200,1979.0,14,217.2,Tesla Model Y,Level 2,Long-Distance Traveler,Saturday
75.0,6.95,34.5,98.7,8.11,53.42,-4.5,200,1844.0,14,427.36,Tesla Model 3,Level 2,Commuter,Sunday
75.0,47.53,60.0,90.0,0.5,22.75,22.1,600,1844.0,23,182.0,Tesla Model 3,DC Fast,Casual Driver,Thursday
75.0,49.75,61.0,96.6,0.51,26.92,21.9,800,1844.0,14,215.36,Tesla Model 3,DC Fast,Commuter,Monday
77.4,6.97,40.2,97.5,7.36,48.68,-2.4,600,1960.0,8,389.44,Kia EV6,Level 2,Casual Driver,Sunday
75.0,3.06,61.0,81.1,5.04,15.22,17.3,200,1844.0,14,121.76,Tesla Model 3,Level 1,Commuter,Sunday
75.0,45.66,27.7,84.2,0.97,43.57,13.5,200,1844.0,8,348.56,Tesla Model 3,DC Fast,Commuter,Sunday
40.0,6.38,42.8,84.9,2.73,17.38,27.8,400,1598.0,23,139.04,Nissan Leaf,Level 2,Long-Distance Traveler,Friday
75.0,3.28,8.0,93.5,20.78,64.84,22.8,200,1844.0,23,518.72,Tesla Model 3,Level 1,Long-Distance Traveler,Saturday
95.0,47.67,40.7,83.4,0.86,41.02,22.8,400,2585.0,23,328.16,Audi e-tron,DC Fast,Commuter,Monday
65.0,6.62,48.3,90.8,4.46,28.07,15.9,200,1800.0,23,224.56,Chevy Bolt EV,Level 2,Casual Driver,Saturday
77.4,44.74,46.2,94.8,0.95,40.28,36.5,600,1960.0,19,322.24,Kia EV6,DC Fast,Casual Driver,Monday
75.0,6.98,32.5,80.0,5.11,36.06,23.3,600,1979.0,14,288.48,Tesla Model Y,Level 2,Long-Distance Traveler,Friday
100.0,6.65,31.4,82.1,7.94,52.33,27.9,400,2241.0,19,418.64,Tesla Model S,Level 2,Commuter,Friday
75.0,2.94,33.9,96.1,17.22,47.85,13.8,1400,1979.0,8,382.8,Tesla Model Y,Level 1,Long-Distance Traveler,Thursday
72.6,7.1,48.2,78.5,3.08,22.04,19.6,600,1800.0,19,176.32,Hyundai Ioniq 5,Level 2,Long-Distance Traveler,Sunday
75.0,6.98,39.6,95.6,6.47,42.9,25.1,800,1979.0,19,343.2,Tesla Model Y,Level 2,Commuter,Thursday
100.0,44.93,32.0,98.9,1.53,67.7,17.1,1200,2241.0,8,541.6,Tesla Model S,DC Fast,Casual Driver,Wednesday
95.0,45.36,36.2,78.5,0.93,40.8,23.6,600,2585.0,19,326.4,Audi e-tron,DC Fast,Casual Driver,Monday
100.0,6.75,34.4,95.9,9.69,62.22,17.2,400,2509.0,8,497.76,Tesla Model X,Level 2,Commuter,Monday
75.0,6.53,15.5,84.4,8.4,53.8,30.0,1500,1844.0,14,430.4,Tesla Model 3,Level 2,Long-Distance Traveler,Tuesday
100.0,45.47,29.9,79.9,1.18,51.58,12.7,600,2241.0,19,412.64,Tesla Model S,DC Fast,Commuter,Tuesday
100.0,48.76,8.0,83.9,1.7,81.29,3.3,800,2241.0,14,650.32,Tesla Model S,DC Fast,Commuter,Wednesday
95.0,2.95,41.7,84.2,14.54,42.34,8.4,1000,2585.0,23,338.72,Audi e-tron,Level 1,Commuter,Thursday
75.0,44.3,21.6,83.5,1.12,48.35,9.7,1200,1979.0,23,386.8,Tesla Model Y,DC Fast,Commuter,Thursday
75.0,6.39,19.0,82.9,7.65,48.27,22.0,200,1979.0,19,386.16,Tesla Model Y,Level 2,Casual Driver,Sunday
100.0,6.36,26.2,83.5,9.31,59.04,27.3,1200,2241.0,19,472.32,Tesla Model S,Level 2,Long-Distance Traveler,Tuesday
95.0,3.26,15.8,84.6,21.35,68.66,32.2,1400,2585.0,8,549.28,Audi e-tron,Level 1,Long-Distance Traveler,Monday
72.6,6.8,23.9,81.8,6.29,42.79,15.6,1200,1800.0,23,342.32,Hyundai Ioniq 5,Level 2,Casual Driver,Sunday
77.4,45.29,16.1,82.8,1.2,52.38,16.5,600,1960.0,19,419.04,Kia EV6,DC Fast,Commuter,Friday
100.0,7.05,14.8,81.0,10.25,72.55,42.0,600,2509.0,19,580.4,Tesla Model X,Level 2,Commuter,Tuesday
77.4,6.95,29.0,83.0,6.31,43.31,10.9,1000,1960.0,14,346.48,Kia EV6,Level 2,Commuter,Tuesday
42.2,47.02,50.1,84.5,0.28,14.61,18.4,200,1195.0,14,116.88,BMW i3,DC Fast,Commuter,Wednesday
40.0,3.01,61.3,91.9,4.41,12.76,9.5,1000,1598.0,23,102.08,Nissan Leaf,Level 1,Commuter,Sunday
100.0,6.82,28.0,83.2,8.79,59.09,36.8,1200,2241.0,23,472.72,Tesla Model S,Level 2,Long-Distance Traveler,Sunday
75.0,47.91,24.0,83.4,0.93,46.45,10.0,200,1844.0,19,371.6,Tesla Model 3,DC Fast,Casual Driver,Monday
75.0,3.23,43.8,79.8,8.55,27.45,24.4,600,1844.0,14,219.6,Tesla Model 3,Level 1,Commuter,Saturday
72.6,6.8,38.2,81.3,4.81,32.79,31.4,600,1800.0,23,262.32,Hyundai Ioniq 5,Level 2,Casual Driver,Thursday
100.0,6.4,56.7,82.2,3.96,25.56,20.2,400,2241.0,19,204.48,Tesla Model S,Level 2,Commuter,Tuesday
75.0,49.1,57.6,83.6,0.49,20.17,12.2,200,1979.0,14,161.36,Tesla Model Y,DC Fast,Long-Distance Traveler,Friday
75.0,49.1,57.1,93.8,0.63,29.63,2.0,600,1979.0,23,237.04,Tesla Model Y,DC Fast,Casual Driver,Sunday
65.0,6.95,9.4,91.3,8.42,56.32,6.2,1000,1800.0,23,450.56,Chevy Bolt EV,Level 2,Commuter,Wednesday
95.0,6.58,36.9,83.2,6.87,44.55,23.0,800,2585.0,19,356.4,Audi e-tron,Level 2,Casual Driver,Thursday
75.0,47.2,19.8,92.3,1.25,57.07,31.8,1000,1844.0,23,456.56,Tesla Model 3,DC Fast,Commuter,Monday
75.0,3.21,40.2,98.7,14.85,44.46,23.2,400,1979.0,23,355.68,Tesla Model Y,Level 1,Commuter,Friday
95.0,45.2,24.1,79.0,1.25,53.41,14.1,400,2585.0,19,427.28,Audi e-tron,DC Fast,Commuter,Saturday
42.2,6.99,64.2,82.8,1.16,7.85,19.3,800,1195.0,19,62.8,BMW i3,Level 2,Long-Distance Traveler,Saturday
75.0,6.37,71.3,79.9,1.06,6.82,5.7,1000,1844.0,23,54.56,Tesla Model 3,Level 2,Long-Distance Traveler,Sunday
75.0,6.47,33.6,92.4,7.4,45.9,29.9,1200,1844.0,8,367.2,Tesla Model 3,Level 2,Commuter,Thursday
100.0,6.58,51.0,79.7,4.51,29.71,12.1,200,2241.0,14,237.68,Tesla Model S,Level 2,Commuter,Wednesday
75.0,7.19,40.7,97.7,6.36,43.14,22.4,200,1844.0,23,345.12,Tesla Model 3,Level 2,Casual Driver,Saturday
75.0,6.95,45.5,98.0,6.17,40.8,11.7,200,1979.0,19,326.4,Tesla Model Y,Level 2,Commuter,Wednesday
75.0,6.49,66.5,79.7,1.78,11.09,-6.6,400,1844.0,23,88.72,Tesla Model 3,Level 2,Long-Distance Traveler,Sunday
75.0,3.04,44.4,81.9,9.75,29.45,9.0,1000,1979.0,19,235.6,Tesla Model Y,Level 1,Long-Distance Traveler,Wednesday
100.0,2.9,36.1,83.0,16.75,48.12,26.2,400,2241.0,19,384.96,Tesla Model S,Level 1,Long-Distance Traveler,Saturday
75.0,47.96,29.2,91.3,0.98,47.3,16.0,800,1979.0,8,378.4,Tesla Model Y,DC Fast,Commuter,Saturday
75.0,49.23,34.3,80.2,0.71,37.8,-2.4,800,1844.0,14,302.4,Tesla Model 3,DC Fast,Commuter,Wednesday
77.4,6.95,29.1,79.2,5.84,40.69,8.3,1000,1960.0,23,325.52,Kia EV6,Level 2,Commuter,Wednesday
72.6,48.52,39.4,98.4,1.06,44.16,12.3,1400,1800.0,19,353.28,Hyundai Ioniq 5,DC Fast,Commuter,Wednesday
100.0,6.35,39.9,80.6,6.71,41.96,27.4,600,2509.0,19,335.68,Tesla Model X,Level 2,Commuter,Thursday
100.0,3.13,13.2,84.4,23.3,71.96,17.4,800,2241.0,23,575.68,Tesla Model S,Level 1,Commuter,Saturday
100.0,49.34,8.1,92.0,1.7,87.26,10.4,600,2241.0,19,698.08,Tesla Model S,DC Fast,Commuter,Monday
75.0,6.96,11.4,93.4,9.29,61.54,19.8,1400,1979.0,23,492.32,Tesla Model Y,Level 2,Long-Distance Traveler,Wednesday
75.0,6.34,22.7,80.5,7.01,43.93,23.3,400,1844.0,19,351.44,Tesla Model 3,Level 2,Long-Distance Traveler,Thursday
40.0,6.93,36.7,92.8,3.52,23.37,10.3,200,1598.0,8,186.96,Nissan Leaf,Level 2,Commuter,Sunday
100.0,3.03,18.8,78.8,20.2,61.26,15.1,800,2509.0,23,490.08,Tesla Model X,Level 1,Commuter,Thursday
100.0,6.79,24.6,82.5,8.88,59.71,27.9,400,2509.0,14,477.68,Tesla Model X,Level 2,Commuter,Friday
42.2,7.08,41.5,79.8,2.46,16.72,28.6,1400,1195.0,14,133.76,BMW i3,Level 2,Long-Distance Traveler,Saturday
65.0,44.15,14.3,94.0,1.26,57.81,-6.2,400,1800.0,23,462.48,Chevy Bolt EV,DC Fast,Casual Driver,Friday
77.4,6.35,46.9,94.8,6.43,38.87,8.3,400,1960.0,19,310.96,Kia EV6,Level 2,Commuter,Saturday
100.0,48.95,55.3,83.3,0.63,31.33,-6.8,400,2509.0,14,250.64,Tesla Model X,DC Fast,Commuter,Saturday
95.0,48.14,23.9,93.1,1.48,69.11,32.2,1400,2585.0,14,552.88,Audi e-tron,DC Fast,Commuter,Tuesday
65.0,6.58,33.6,84.5,5.22,34.06,12.9,800,1800.0,23,272.48,Chevy Bolt EV,Level 2,Long-Distance Traveler,Friday
100.0,6.81,20.0,81.0,9.16,62.3,25.2,600,2509.0,23,498.4,Tesla Model X,Level 2,Commuter,Monday
40.0,2.98,17.9,79.2,8.57,25.54,9.9,200,1598.0,8,204.32,Nissan Leaf,Level 1,Commuter,Thursday
100.0,6.56,59.9,84.4,3.85,24.83,22.6,400,2241.0,23,198.64,Tesla Model S,Level 2,Commuter,Wednesday
95.0,48.02,40.7,81.8,0.95,41.59,4.6,200,2585.0,19,332.72,Audi e-tron,DC Fast,Casual Driver,Friday
75.0,3.18,36.4,81.6,11.42,35.85,6.7,600,1844.0,14,286.8,Tesla Model 3,Level 1,Commuter,Friday
75.0,7.19,23.3,81.3,6.31,45.37,30.0,1200,1844.0,23,362.96,Tesla Model 3,Level 2,Casual Driver,Wednesday
75.0,45.99,8.0,78.9,1.17,53.71,17.4,600,1844.0,23,429.68,Tesla Model 3,DC Fast,Long-Distance Traveler,Thursday
100.0,6.34,37.6,79.6,6.79,43.43,28.2,400,2509.0,19,347.44,Tesla Model X,Level 2,Long-Distance Traveler,Tuesday
65.0,6.8,61.9,80.2,1.79,12.09,23.6,1200,1800.0,14,96.72,Chevy Bolt EV,Level 2,Long-Distance Traveler,Monday
75.0,6.85,30.7,90.7,7.19,47.12,8.6,800,1979.0,19,376.96,Tesla Model Y,Level 2,Long-Distance Traveler,Wednesday
75.0,46.84,43.5,91.4,0.8,38.57,2.8,1400,1979.0,23,308.56,Tesla Model Y,DC Fast,Commuter,Thursday
75.0,47.52,8.0,90.7,1.48,66.25,4.1,600,1844.0,14,530.0,Tesla Model 3,DC Fast,Long-Distance Traveler,Saturday
75.0,3.24,44.1,94.7,12.53,38.38,22.8,200,1979.0,19,307.04,Tesla Model Y,Level 1,Commuter,Sunday
75.0,6.52,34.7,84.6,6.03,38.69,12.0,1500,1844.0,8,309.52,Tesla Model 3,Level 2,Commuter,Wednesday
75.0,47.03,15.6,81.4,1.03,51.14,28.9,200,1844.0,14,409.12,Tesla Model 3,DC Fast,Commuter,Thursday
72.6,6.69,36.5,99.2,7.42,46.98,27.7,200,1800.0,19,375.84,Hyundai Ioniq 5,Level 2,Long-Distance Traveler,Monday
75.0,6.72,10.7,78.7,7.67,51.09,20.2,1500,1844.0,8,408.72,Tesla Model 3,Level 2,Long-Distance Traveler,Wednesday
95.0,45.71,8.5,83.0,1.58,72.27,14.9,200,2585.0,8,578.16,Audi e-tron,DC Fast,Commuter,Wednesday
42.2,6.46,26.9,84.5,4.01,25.27,29.5,1000,1195.0,19,202.16,BMW i3,Level 2,Casual Driver,Thursday
75.0,6.78,8.0,94.7,10.84,70.16,38.4,1200,1844.0,23,561.28,Tesla Model 3,Level 2,Commuter,Thursday
40.0,46.4,39.9,82.1,0.49,17.29,25.8,600,1598.0,19,138.32,Nissan Leaf,DC Fast,Commuter,Tuesday
75.0,3.13,51.4,79.2,6.87,21.44,12.6,800,1844.0,23,171.52,Tesla Model 3,Level 1,Commuter,Thursday
